customer_id;checking_account;duration_moonths;credit_history;purpose;credit_amount;savings;present_employment_since;installment_rate;personal_status_sex;other_deptors;present_residence;property;age_yearsyears;other_installment_plans;housing;existing_credits;job;people_liable_maintenance;telephone;foreign_worker;response
123;No checking account;12;existing credits paid back duly till now;furniture/equipment;1768;... <  51 euro;1  <= ... < 4 years;3;male   : single;none;2;real estate;24;none;rent;1;unskilled - resident;1;none;yes;0
124;>= 102 euro;10;critical account/other credits existing (not at this bank);car (new);781;... <  51 euro;.. >= 7 years;4;male   : single;none;4;unknown / no property;63;none;for free;2;skilled employee / official;1;yes, registered under the customers name;yes;0
125;0 <= ... <  102 euro;18;existing credits paid back duly till now;furniture/equipment;1924;unknown/ no savings account;... < 1 year;4;female : divorced/separated/married;none;3;real estate;27;none;rent;1;skilled employee / official;1;none;yes;1
126;... <  0 euro;12;critical account/other credits existing (not at this bank);car (new);2121;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;30;none;own;2;skilled employee / official;1;none;yes;0
127;... <  0 euro;12;existing credits paid back duly till now;radio/television;701;... <  51 euro;1  <= ... < 4 years;4;male   : married/widowed;none;2;real estate;40;none;own;1;unskilled - resident;1;none;yes;0
128;0 <= ... <  102 euro;12;existing credits paid back duly till now;repairs;639;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;30;none;own;1;skilled employee / official;1;none;yes;1
129;0 <= ... <  102 euro;12;critical account/other credits existing (not at this bank);car (used);1860;... <  51 euro;unemployed;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;34;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
130;... <  0 euro;12;critical account/other credits existing (not at this bank);car (new);3499;... <  51 euro;1  <= ... < 4 years;3;female : divorced/separated/married;co-applicant;2;real estate;29;none;own;2;skilled employee / official;1;none;yes;1
131;0 <= ... <  102 euro;48;existing credits paid back duly till now;car (new);8487;unknown/ no savings account;4  <= ... < 7 years;1;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;24;none;own;1;skilled employee / official;1;none;yes;0
132;... <  0 euro;36;delay in paying off in the past;education;6887;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;29;stores;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
133;No checking account;15;existing credits paid back duly till now;furniture/equipment;2708;... <  51 euro;... < 1 year;2;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;27;bank;own;2;unskilled - resident;1;none;yes;0
134;No checking account;18;existing credits paid back duly till now;furniture/equipment;1984;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;4;unknown / no property;47;bank;for free;2;skilled employee / official;1;none;yes;0
135;No checking account;60;existing credits paid back duly till now;radio/television;10144;51 <= ... <  255 euro;4  <= ... < 7 years;2;female : divorced/separated/married;none;4;real estate;21;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
136;No checking account;12;critical account/other credits existing (not at this bank);radio/television;1240;unknown/ no savings account;.. >= 7 years;4;female : divorced/separated/married;none;2;real estate;38;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
137;No checking account;27;delay in paying off in the past;car (used);8613;.. >= 511 euro;1  <= ... < 4 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;27;none;own;2;skilled employee / official;1;none;yes;0
138;0 <= ... <  102 euro;12;existing credits paid back duly till now;radio/television;766;255 euro <= ... < 511 euro;1  <= ... < 4 years;4;male   : single;none;3;real estate;66;none;own;1;unskilled - resident;1;none;yes;1
139;0 <= ... <  102 euro;15;critical account/other credits existing (not at this bank);radio/television;2728;unknown/ no savings account;4  <= ... < 7 years;4;male   : single;guarantor;2;real estate;35;bank;own;3;skilled employee / official;1;yes, registered under the customers name;yes;0
140;>= 102 euro;12;existing credits paid back duly till now;radio/television;1881;... <  51 euro;1  <= ... < 4 years;2;female : divorced/separated/married;none;2;(if not optin 1 or 2) car or other, not in attribute;44;none;rent;1;unskilled - resident;1;yes, registered under the customers name;yes;0
141;>= 102 euro;6;existing credits paid back duly till now;car (new);709;.. >= 511 euro;... < 1 year;2;male   : married/widowed;none;2;real estate;27;none;own;1;unemployed/ unskilled  - non-resident;1;none;no;0
142;0 <= ... <  102 euro;36;existing credits paid back duly till now;radio/television;4795;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;1;unknown / no property;30;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
143;... <  0 euro;27;existing credits paid back duly till now;radio/television;3416;... <  51 euro;1  <= ... < 4 years;3;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;27;none;own;1;management/ self-employed/highly qualified employee/ officer;1;none;yes;0
144;... <  0 euro;18;existing credits paid back duly till now;furniture/equipment;2462;... <  51 euro;1  <= ... < 4 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;22;none;own;1;skilled employee / official;1;none;yes;1
145;No checking account;21;critical account/other credits existing (not at this bank);furniture/equipment;2288;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;23;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;0
146;0 <= ... <  102 euro;48;all credits at this bank paid back duly;business;3566;51 <= ... <  255 euro;4  <= ... < 7 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;30;none;own;1;skilled employee / official;1;none;yes;0
147;... <  0 euro;6;critical account/other credits existing (not at this bank);car (new);860;... <  51 euro;.. >= 7 years;1;female : divorced/separated/married;none;4;unknown / no property;39;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
148;No checking account;12;critical account/other credits existing (not at this bank);car (new);682;51 <= ... <  255 euro;4  <= ... < 7 years;4;female : divorced/separated/married;none;3;(if not optin 1 or 2) car or other, not in attribute;51;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
149;... <  0 euro;36;critical account/other credits existing (not at this bank);furniture/equipment;5371;... <  51 euro;1  <= ... < 4 years;3;male   : single;guarantor;2;(if not real estate) building society savings agreement/ life insurance;28;none;own;2;skilled employee / official;1;none;yes;0
150;No checking account;18;critical account/other credits existing (not at this bank);radio/television;1582;.. >= 511 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;46;none;own;2;skilled employee / official;1;none;yes;0
151;No checking account;6;existing credits paid back duly till now;radio/television;1346;51 <= ... <  255 euro;.. >= 7 years;2;male   : single;none;4;unknown / no property;42;bank;for free;1;skilled employee / official;2;yes, registered under the customers name;yes;0
152;No checking account;10;existing credits paid back duly till now;radio/television;1924;... <  51 euro;1  <= ... < 4 years;1;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;38;none;own;1;skilled employee / official;1;yes, registered under the customers name;no;0
153;>= 102 euro;36;existing credits paid back duly till now;radio/television;5848;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;1;(if not optin 1 or 2) car or other, not in attribute;24;none;own;1;skilled employee / official;1;none;yes;0
154;0 <= ... <  102 euro;24;critical account/other credits existing (not at this bank);car (used);7758;.. >= 511 euro;.. >= 7 years;2;female : divorced/separated/married;none;4;unknown / no property;29;none;rent;1;skilled employee / official;1;none;yes;0
155;0 <= ... <  102 euro;24;delay in paying off in the past;business;6967;51 <= ... <  255 euro;4  <= ... < 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;36;none;rent;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
156;... <  0 euro;12;existing credits paid back duly till now;furniture/equipment;1282;... <  51 euro;1  <= ... < 4 years;2;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;20;none;rent;1;skilled employee / official;1;none;yes;1
157;... <  0 euro;9;critical account/other credits existing (not at this bank);repairs;1288;51 <= ... <  255 euro;.. >= 7 years;3;male   : single;guarantor;4;real estate;48;none;own;2;skilled employee / official;2;none;no;0
158;... <  0 euro;12;all credits at this bank paid back duly;retraining;339;... <  51 euro;.. >= 7 years;4;male   : married/widowed;none;1;(if not optin 1 or 2) car or other, not in attribute;45;bank;own;1;unskilled - resident;1;none;yes;0
159;0 <= ... <  102 euro;24;existing credits paid back duly till now;car (new);3512;51 <= ... <  255 euro;4  <= ... < 7 years;2;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;38;bank;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
160;No checking account;6;critical account/other credits existing (not at this bank);radio/television;1898;unknown/ no savings account;1  <= ... < 4 years;1;male   : single;none;2;real estate;34;none;own;2;unskilled - resident;2;none;yes;0
161;No checking account;24;critical account/other credits existing (not at this bank);radio/television;2872;51 <= ... <  255 euro;.. >= 7 years;3;male   : single;none;4;real estate;36;none;own;1;skilled employee / official;2;yes, registered under the customers name;yes;0
162;No checking account;18;critical account/other credits existing (not at this bank);car (new);1055;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;1;(if not real estate) building society savings agreement/ life insurance;30;none;own;2;skilled employee / official;1;none;yes;0
163;No checking account;15;existing credits paid back duly till now;domestic appliances;1262;255 euro <= ... < 511 euro;4  <= ... < 7 years;4;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;36;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
